音楽を<聞きた>。	音楽を(聞いた)。
みなさまは田中様を<知っておりますか>。	みなさまは田中様を(ごぞんじですか)。
みなさまは田中様を<知っておりますか>。	みなさまは田中様を(ご存知ですか)。
今日は<天気がよくじゃない>です。	今日は(天気がよくない)です。
今日は<天気がよいない>です。	今日は(天気がよくない)です。
私はニューヨーク<出身から>。	私はニューヨーク(出身です)。
<私はニューヨーク出身から>。	(私はニューヨークの出身からです)。
はい、<洋子さんのサンダル、そうです>。	はい、(洋子さんのサンダルです)。
はい、洋子さんの<サンダル、そうです>。	はい、洋子さんの(サンダルだそうです)。
私は山本と<おっしゃいます>。	私は山本と(もうします)。
私はテニスが<得意くない>です。	私はテニスが(得意じゃない)です。
このゲームは<面白いくて>かんたんです。	このゲームは(面白くて)かんたんです。
おトイレに<行ってはいい>ですか。	おトイレに(行ってもいい)ですか。
あの店のようふくはとても<安いだと>思います。	あの店のようふくはとても(安いと)思います。
お金が<あらないので>、買い物できません。	お金が(ないので)、買い物できません。
お金が<あらないので、買い物できません>。	お金が(ないので、買い物ができません)。
私は<それを>賛成します。	私は(それに)賛成します。
私は<それを賛成します>。	私は(それに賛成です)。
私は<それを賛成します>。	私は(それと賛成します)。
本を<読む、寝ます>。	本を(読んで、寝ます)。
<花を>咲いています。	(花が)咲いています。
<毎朝に新聞>をよみます。	(毎朝新聞)をよみます。
<毎朝に>新聞をよみます。	(毎朝、)新聞をよみます。
<今日は雨を降ります>。	(今日は雨が降ります)。
今日は雨<を降ります>。	今日は雨(が降るでしょう)。
この課題は<簡単から>、あまり勉強していません。	この課題は(簡単ですから)、あまり勉強していません。
この課題は<簡単から>、あまり勉強していません。	この課題は(簡単だから)、あまり勉強していません。
ご飯を<つくりでした>。	ご飯を(つくりました)。
スミスさんはネコが<好きくない>と言っていました。	スミスさんはネコが(好きじゃない)と言っていました。
スミスさんはネコが<好きくない>と言っていました。	スミスさんはネコが(好きではない)と言っていました。
今日は<くもりで>涼しいです。	今日は(くもっていて)涼しいです。
今日は<くもりで>涼しいです。	今日は(くもりですから)涼しいです。
日本語は<話さないじゃないです>。	日本語は(話しません)。
日本語は<話さないじゃないです>。	日本語は(話さないです)。
日本語は<話さないじゃない>です。	日本語は(話しません)です。
この単語の<読みこと>が分からないです。	この単語の(読みかた)が分からないです。
だれか来ますか。いいえ、<だれでも>来ません。	だれか来ますか。いいえ、(だれも)来ません。
今朝、六時に<起いた>。	今朝、六時に(起きた)。
ご飯は<おいしいでした>	ご飯は(おいしかったです)
バナナは、<６枚を>買ってください。	バナナは、(６本)買ってください。
<バナナは、６枚を買ってください>。	(バナナを６本買ってください)。
バナナは、<６枚を>買ってください。	バナナは、(六本を)買ってください。
<バナナは、６枚>を買ってください。	(バナナは、６つ)を買ってください。
小さかった時は、<自転車をよく>のりました。	小さかった時は、(自転車によく)のりました。
<小さかった時は、自転車をよくのりました>。	(小さい時は、自転車によくのりました)。
<小さかった時は>、自転車をよくのりました。	(小さい時は)、自転車をよくのりました。
山田さんは田中さんに本を買って<くれました>。	山田さんは田中さんに本を買って(あげました)。
もっと<静か>勉強してください。	もっと(静かに)勉強してください。
<冬休みと寒いです>。	(冬休みは寒いです)。
<今週に>食べます。	(今週)食べます。
<今週に食べます>。	(今週、食べます)。
昼ごはんを<食べる後>でテニスをします。	昼ごはんを(食べた後)でテニスをします。
